avg_r,avg_g,avg_b,hist_feature_0,hist_feature_1,hist_feature_2,hist_feature_3,hist_feature_4,hist_feature_5,hist_feature_6,hist_feature_7,hist_feature_8,hist_feature_9,hist_feature_10,hist_feature_11,hist_feature_12,hist_feature_13,hist_feature_14,hist_feature_15,hist_feature_16,hist_feature_17,hist_feature_18,hist_feature_19,hist_feature_20,hist_feature_21,hist_feature_22,hist_feature_23,hist_feature_24,hist_feature_25,hist_feature_26,hist_feature_27,hist_feature_28,hist_feature_29,hist_feature_30,hist_feature_31,hist_feature_32,hist_feature_33,hist_feature_34,hist_feature_35,hist_feature_36,hist_feature_37,hist_feature_38,hist_feature_39,hist_feature_40,hist_feature_41,hist_feature_42,hist_feature_43,hist_feature_44,hist_feature_45,hist_feature_46,hist_feature_47,hist_feature_48,hist_feature_49,hist_feature_50,hist_feature_51,hist_feature_52,hist_feature_53,hist_feature_54,hist_feature_55,hist_feature_56,hist_feature_57,hist_feature_58,hist_feature_59,hist_feature_60,hist_feature_61,hist_feature_62,hist_feature_63,hist_feature_64,hist_feature_65,hist_feature_66,hist_feature_67,hist_feature_68,hist_feature_69,hist_feature_70,hist_feature_71,hist_feature_72,hist_feature_73,hist_feature_74,hist_feature_75,hist_feature_76,hist_feature_77,hist_feature_78,hist_feature_79,hist_feature_80,hist_feature_81,hist_feature_82,hist_feature_83,hist_feature_84,hist_feature_85,hist_feature_86,hist_feature_87,hist_feature_88,hist_feature_89,hist_feature_90,hist_feature_91,hist_feature_92,hist_feature_93,hist_feature_94,hist_feature_95,haralick_feature_0,haralick_feature_1,haralick_feature_2,haralick_feature_3,haralick_feature_4,haralick_feature_5,haralick_feature_6,haralick_feature_7,haralick_feature_8,haralick_feature_9,haralick_feature_10,haralick_feature_11,haralick_feature_12,canny_r,canny_g,canny_b,gaussian_r,gaussian_g,gaussian_b,laplacian_r,laplacian_g,laplacian_b,sobel_r,sobel_g,sobel_b,min_enc_circle_radius,min_enc_circle_area,min_area_rect_width,min_area_rect_height,min_area_rect_aspect_ratio,min_area_rect_angle,label
215.4357222222222,154.76874074074075,160.48666296296295,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,49.0,219.0,458.0,717.0,701.0,591.0,1947.0,10418.0,31294.0,67166.0,87162.0,54984.0,12524.0,1372.0,271.0,80.0,25.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,197.0,283.0,379.0,341.0,295.0,293.0,348.0,291.0,306.0,435.0,1329.0,9985.0,56807.0,121819.0,70079.0,6366.0,316.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,119.0,4009.0,36007.0,93652.0,97642.0,36216.0,2253.0,72.0,7.0,0.003772328336518309,12.358593352816438,0.9251050161108935,82.50529632830785,0.3119893863882553,335.10076234972996,317.6625919604594,5.837022832415418,8.622040043165645,0.0007237022263406059,2.9347406062129697,-0.2353425938740189,0.9473945375603409,0.051944444444444446,0.21344444444444444,0.40894444444444444,215.4382,154.77062962962964,160.48902222222222,8.049314814814815,7.064807407407407,10.218225925925926,16.298067990868965,15.719409119494998,23.34119013238923,374.30010986328125,440138.9285244222,449.0,599.0,0.7495826377295493,-90.0,vascular lesion
203.78121851851853,179.2477851851852,208.1504148148148,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,3.0,6.0,6.0,5.0,8.0,6.0,18.0,29.0,24.0,117.0,828.0,2325.0,3070.0,4352.0,21906.0,40756.0,49352.0,53197.0,56915.0,34164.0,2893.0,7.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,79.0,841.0,2132.0,1487.0,990.0,735.0,555.0,398.0,296.0,267.0,415.0,542.0,1194.0,5390.0,35846.0,42561.0,45092.0,57722.0,51887.0,20327.0,1222.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,9.0,13.0,18.0,23.0,49.0,64.0,178.0,654.0,3564.0,38712.0,53485.0,70641.0,57624.0,40531.0,4395.0,3.0,0.0,0.0,0.002503469195337883,9.267677271035328,0.9853447502364046,316.2193116310882,0.38565559465977967,372.0689446487361,1255.6095692533636,6.7534702753078655,9.24746043655006,0.0008225283165045109,2.702281185905029,-0.3974088072188386,0.9947133423330998,0.0255,0.4098888888888889,0.034,203.78416296296297,179.25091111111112,208.1536111111111,6.04872962962963,5.413555555555556,5.732248148148148,14.113284789552491,14.688771502192811,13.84241220736913,374.30010986328125,440138.9285244222,449.0,599.0,0.7495826377295493,-90.0,vascular lesion
195.7061148148148,120.80482222222223,142.2532148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,394.0,1074.0,4421.0,9341.0,11592.0,11319.0,12759.0,11774.0,14095.0,28880.0,44409.0,54003.0,46678.0,16882.0,2090.0,176.0,45.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,551.0,3232.0,7679.0,9280.0,8775.0,8523.0,6557.0,6807.0,5059.0,3571.0,3556.0,4728.0,7859.0,17298.0,41630.0,53352.0,44527.0,33298.0,3604.0,85.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,487.0,1354.0,3408.0,9005.0,14803.0,11975.0,9456.0,7875.0,7154.0,25766.0,93186.0,76597.0,8717.0,175.0,23.0,4.0,0.0,0.0015391727064225746,13.68543106313459,0.9933800063720812,1033.5373384731765,0.30388000410887583,275.4247865580843,4120.4639228295455,7.282789233007656,10.141705888590938,0.0007251150614372899,3.0018294808810406,-0.3918956278621891,0.9963255469284663,0.005666666666666667,0.20116666666666666,0.22855555555555557,195.7071925925926,120.80631481481481,142.25462222222222,8.008748148148149,7.112096296296296,10.322974074074073,16.91357474783175,18.003876691859986,23.534902076568798,374.30010986328125,440138.9285244222,449.0,599.0,0.7495826377295493,-90.0,vascular lesion
144.88764138114033,136.41098824555988,136.4694491716781,32976.0,19025.0,7816.0,15109.0,10365.0,7888.0,8398.0,13106.0,17938.0,22247.0,22973.0,16028.0,14004.0,13731.0,14001.0,15639.0,17779.0,19294.0,23924.0,46912.0,80925.0,113144.0,107438.0,79354.0,36665.0,3621.0,0.0,0.0,2.0,6.0,11.0,3555.0,32921.0,19303.0,5530.0,4578.0,5952.0,8106.0,10792.0,10256.0,9355.0,9090.0,12008.0,15995.0,23747.0,29126.0,24327.0,22129.0,23383.0,27374.0,36156.0,70369.0,108952.0,131349.0,95072.0,43284.0,1146.0,0.0,0.0,0.0,2.0,6.0,11.0,3555.0,33029.0,19134.0,5666.0,4650.0,4572.0,4135.0,4229.0,4465.0,4379.0,5045.0,6258.0,8262.0,11017.0,12003.0,13443.0,16855.0,27351.0,49257.0,42725.0,47569.0,103244.0,179274.0,131662.0,41990.0,86.0,0.0,0.0,0.0,2.0,6.0,14.0,3552.0,0.003590783238372486,123.34313914981118,0.976393528876216,2614.472660021961,0.6206870846680009,275.12327189876,10334.547500938035,7.876136386428056,9.343120860896565,0.0012479906730217746,1.976892393183948,-0.6468482379732237,0.9999260782533997,1.189323794385322,1.1945287125226758,1.1958299420570142,144.6444900583512,136.16785860992965,136.2305408777431,4.223797447038682,4.160070368452073,4.309269091716271,11.781066870219417,12.010911203697297,13.011457776367916,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
134.11078821341184,147.4332533034646,167.79792925903908,5904.0,5218.0,1957.0,1837.0,2940.0,5767.0,8627.0,9640.0,9505.0,8291.0,6714.0,5916.0,5949.0,6289.0,8163.0,10022.0,11928.0,13851.0,18252.0,25811.0,47036.0,87262.0,138002.0,136751.0,101300.0,61214.0,28128.0,7422.0,601.0,9.0,14.0,3554.0,5874.0,6024.0,2488.0,2280.0,2585.0,2607.0,3706.0,6011.0,9556.0,13325.0,14044.0,11423.0,10874.0,11088.0,12508.0,16155.0,18734.0,28235.0,63911.0,165524.0,216266.0,127561.0,27692.0,1826.0,3.0,0.0,0.0,0.0,3.0,3.0,10.0,3558.0,6162.0,6423.0,3233.0,3412.0,3362.0,3597.0,3851.0,4194.0,4731.0,5674.0,8265.0,11270.0,17892.0,26039.0,27958.0,25177.0,43554.0,193555.0,280233.0,100608.0,1108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,127.0,1930.0,1514.0,0.0032911430911117014,89.4766404542323,0.9601448255246035,1124.4358525585176,0.45578404722702937,290.7673528627255,4408.266769779861,7.169793284662959,9.33487171783785,0.0008900739681498976,2.4600573311919316,-0.48852587932553654,0.9986618970128537,1.1681788144523226,1.1600461298627076,1.1632992036985537,133.90235930774588,147.22922561534125,167.61554918264926,4.8350627779464554,4.719868244131072,4.902759882328027,16.715419207088907,16.783174575345974,19.1967524092171,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
159.39486958363207,142.20009083092435,151.4375894595305,4.0,16.0,103.0,723.0,4242.0,7860.0,5956.0,4522.0,4469.0,4426.0,3936.0,3883.0,4860.0,6845.0,11550.0,19673.0,39487.0,77766.0,119825.0,138727.0,127442.0,103157.0,62713.0,22246.0,4935.0,742.0,118.0,40.0,22.0,20.0,1.0,3565.0,7.0,19.0,100.0,290.0,1826.0,5201.0,6475.0,6751.0,5960.0,6547.0,6253.0,6539.0,8052.0,9902.0,15898.0,34968.0,81032.0,150543.0,166077.0,119810.0,93172.0,47123.0,7386.0,247.0,70.0,36.0,14.0,2.0,3.0,6.0,130.0,3435.0,7.0,19.0,100.0,242.0,341.0,628.0,805.0,1166.0,2223.0,3391.0,4417.0,5385.0,7035.0,8798.0,10011.0,11744.0,12516.0,17503.0,36077.0,156288.0,250985.0,172540.0,76543.0,1356.0,125.0,42.0,11.0,2.0,4.0,5.0,7.0,3558.0,0.002991222112497546,61.10412219981089,0.9454139161259374,561.7497117905286,0.47710205771686537,291.6858768331776,2185.8947249622943,7.145462447293296,9.292799571937307,0.0009242676946985936,2.4610904925600354,-0.48744701016780273,0.9986063919766002,1.2979764605025808,1.3181455182848263,1.3773514620972247,159.22892837369272,142.02806956220005,151.27278363614562,4.428410688452481,4.345829814485492,4.581064048558824,15.960370341290998,16.578200213577254,18.47922431953918,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
170.4534056216196,156.56572729585588,155.2186304487119,10266.0,227.0,4.0,139.0,2553.0,10126.0,23136.0,36392.0,45361.0,36331.0,25190.0,23148.0,32164.0,36812.0,35259.0,29819.0,33308.0,33451.0,38471.0,60123.0,125192.0,309886.0,500891.0,243130.0,1375.0,0.0,0.0,1.0,1.0,2.0,9.0,5249.0,10475.0,14.0,7.0,2.0,2.0,4.0,810.0,3022.0,7969.0,22430.0,34110.0,43110.0,41632.0,32198.0,35283.0,48565.0,47551.0,45203.0,61699.0,97008.0,259476.0,499060.0,347830.0,55289.0,5.0,0.0,0.0,0.0,2.0,0.0,11.0,5249.0,10402.0,85.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,48.0,883.0,2496.0,7497.0,21790.0,47182.0,62646.0,57387.0,71970.0,119859.0,382984.0,732275.0,175088.0,144.0,0.0,0.0,0.0,2.0,0.0,10.0,5250.0,0.008723215439012753,219.41957988107202,0.8696257463308349,842.6149727724742,0.6700936613987868,317.6614253390313,3151.0403112088316,6.947546211459283,8.265520133969357,0.0013895995053043776,1.8420302203222358,-0.6235526536821258,0.9996826853678177,1.2215255922205681,1.2499087169967775,1.2457038096225241,170.211277750033,156.32307174961838,154.9767081111132,5.08640083485668,5.012664191621281,5.111537229331172,14.987390400897144,14.995761772085826,15.513733839903763,939.6001586914062,2773550.2305547716,1127.999755859375,1502.999755859375,0.7504989614681706,-90.0,nevus
166.31301204020033,162.10937216950683,165.6687860549017,14.0,823.0,6639.0,13313.0,11694.0,5593.0,3542.0,3127.0,2547.0,2213.0,1971.0,2180.0,2130.0,2146.0,2553.0,3105.0,4107.0,5930.0,11534.0,28223.0,57367.0,207973.0,278306.0,119021.0,4247.0,2.0,0.0,0.0,0.0,3.0,5.0,3566.0,0.0,162.0,3493.0,7818.0,9164.0,7610.0,5344.0,4060.0,3150.0,3037.0,2572.0,2388.0,2082.0,2391.0,3013.0,3505.0,4975.0,8037.0,15502.0,37229.0,112018.0,367196.0,174064.0,1481.0,9.0,0.0,0.0,0.0,3.0,2.0,7.0,3562.0,0.0,17.0,488.0,2250.0,3598.0,4226.0,5003.0,4681.0,4815.0,4238.0,3673.0,3176.0,2759.0,2863.0,3818.0,4278.0,4205.0,5568.0,8855.0,19311.0,83189.0,352668.0,253838.0,2765.0,18.0,0.0,0.0,0.0,3.0,1.0,7.0,3563.0,0.0147910695817701,26.673849734367863,0.9860881272755009,960.1123662592427,0.6668286008425272,325.17230055145404,3813.775615302602,6.237143742560317,7.623677859231151,0.001360068627930598,1.95736087377631,-0.5577872406412756,0.9984448618632585,1.199408323276445,1.2007095528107834,1.1987577085092758,166.19976807497125,161.99589729982114,165.5619895544437,2.9913174821463655,2.963312981423035,3.009307618316209,9.632199238482446,9.573509460295753,9.998233251138394,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
130.5728063438767,121.58387572492518,121.80156887458953,126091.0,7853.0,5287.0,6921.0,10644.0,14360.0,16784.0,16569.0,15192.0,13829.0,14942.0,16148.0,17430.0,16994.0,17540.0,20034.0,21781.0,22682.0,25568.0,31817.0,40380.0,57664.0,63014.0,59296.0,54854.0,40056.0,20896.0,5444.0,177.0,46.0,24.0,3557.0,125854.0,8852.0,5560.0,4907.0,5027.0,6569.0,9130.0,12572.0,13304.0,14461.0,15570.0,15192.0,15725.0,17890.0,23176.0,25683.0,25532.0,27969.0,31113.0,40848.0,59784.0,84893.0,80379.0,62091.0,40309.0,7781.0,129.0,0.0,2.0,5.0,11.0,3556.0,126090.0,8795.0,5439.0,4759.0,4445.0,4503.0,4690.0,5021.0,4959.0,5391.0,6575.0,7665.0,9861.0,14030.0,18575.0,23250.0,23415.0,26712.0,35746.0,41110.0,48815.0,81361.0,106241.0,108304.0,53014.0,1512.0,19.0,3.0,2.0,5.0,50.0,3517.0,0.006739392518459823,172.251230949225,0.9809705999005677,4528.231377010785,0.4659659407967667,245.74219483654082,17940.674277093924,7.8800378843082015,10.124213530805068,0.0007574808960599637,2.7597317400014476,-0.5509183069259805,0.9997493815129613,1.3282300471759492,1.3448207237387642,1.4781967510084528,130.28381602145242,121.29468256377939,121.51686750676767,5.8685375455749265,5.810625177005488,6.0700150789540155,20.433076178438686,20.79505788078608,23.136642676901186,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
154.168215810194,178.47108081145694,214.83840897899407,0.0,0.0,0.0,10.0,906.0,12107.0,39779.0,34511.0,18372.0,9985.0,5603.0,4068.0,3785.0,3714.0,3440.0,3351.0,3137.0,2795.0,2857.0,2790.0,2956.0,2867.0,2958.0,3297.0,3544.0,4245.0,5258.0,6791.0,11488.0,20419.0,46120.0,522721.0,0.0,0.0,0.0,27.0,2731.0,25915.0,33790.0,21762.0,14079.0,10006.0,7213.0,5446.0,4571.0,4651.0,4834.0,4749.0,4419.0,4074.0,4477.0,5014.0,6554.0,8520.0,11259.0,18955.0,64060.0,272955.0,213954.0,26285.0,0.0,1.0,6.0,3567.0,0.0,0.0,0.0,3.0,153.0,2629.0,10729.0,21786.0,17752.0,13963.0,13734.0,12490.0,10844.0,9365.0,7295.0,6527.0,7397.0,7377.0,8241.0,18488.0,160983.0,438334.0,10437.0,1763.0,10.0,0.0,0.0,2.0,434.0,1698.0,1407.0,33.0,0.021954376111675052,10.708384229928127,0.9979878651791865,2661.532894492124,0.7398240494371741,350.53265423574726,10635.423193738574,6.518607332136073,7.565810555468926,0.0016622087813937723,1.7211998839320088,-0.6738815802447978,0.9997446103280214,1.1636245110821382,1.1632992036985537,0.007482069822445954,154.0887655414008,178.4022916948387,214.81798477816588,2.286876462288582,2.1027933060670465,1.709819435266382,8.036541763902262,7.458528476021662,8.003262958295817,638.2001342773438,1279568.838639359,766.0,1021.0,0.7502448579823702,-90.0,nevus
